image_name,instrument,split,concept,question_id,phrase_used,question,answer
bahi_train13.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train13.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train13.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train13.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train13.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train13.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train14.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train14.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train14.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train14.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train14.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train14.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train14.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train14.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train14.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train15.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train15.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train15.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train15.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train15.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train15.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train15.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train15.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train15.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train16.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train16.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train16.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train16.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train16.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train16.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train16.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train16.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train16.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train17.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train17.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train17.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train17.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train17.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train17.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train17.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train17.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train17.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train18.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train18.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train18.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train18.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train18.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train18.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train18.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train18.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train18.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train19.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train19.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train19.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train19.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train19.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train19.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train19.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train19.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train19.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train2.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train2.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train2.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train2.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train2.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train2.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train2.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train2.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train2.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train20.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train20.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train20.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train20.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train20.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train20.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train20.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train20.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train20.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train21.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train21.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train21.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train21.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train21.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train21.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train21.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train21.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train21.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train22.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train22.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train22.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train22.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train22.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train22.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train22.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train22.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train22.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train3.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train3.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train3.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train3.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train3.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train3.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train3.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train3.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train3.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train4.jpg,bahi,train,festival,q1,phrase_1,What festival is this instrument played in?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train4.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train4.jpg,bahi,train,material,q3,phrase_2,Which material is used to make this instrument?,This instrument is made of bamboo.
bahi_train4.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train4.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train4.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train4.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train4.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
bahi_train4.jpg,bahi,train,description,q9,phrase_1,"Describe this instrument—its cultural significance, and use in Assamese music.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train5.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train5.jpg,bahi,train,origin,q2,phrase_2,From which place does this instrument originate?,It originated in the rural communities of Assam.
bahi_train5.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train5.jpg,bahi,train,parts,q4,phrase_1,What are the parts of this instrument?,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train5.jpg,bahi,train,sound,q5,phrase_1,What kind of sound does this instrument make?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train5.jpg,bahi,train,traditional_player,q6,phrase_1,Who traditionally plays this instrument?,This instrument is traditionally played by men.
bahi_train5.jpg,bahi,train,playing_method,q7,phrase_1,How do you play this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train5.jpg,bahi,train,instrument_type,q8,phrase_2,What type of musical instrument can this be classified as?,This is a transverse bamboo flute instrument.
bahi_train5.jpg,bahi,train,description,q9,phrase_2,"Explain this instrument's cultural importance, and musical role.","The Bahi is a traditional Assamese transverse flute made entirely from bamboo, played by blowing air across a side blow hole while controlling pitch through finger holes along the tube. It is one of the oldest melodic instruments in Assamese folk music and is prominently used during Rongali Bihu celebrations. Unlike the rhythm-keeping instruments of the Bihu ensemble, the Bahi carries the melodic layer with its soft, flute-like tone. It is traditionally played by men and is closely associated with pastoral and folk music traditions of Assam."
bahi_train6.jpg,bahi,train,festival,q1,phrase_2,During which festival is this instrument played?,It is played during Rongali Bihu which is the spring festival of Assam.
bahi_train6.jpg,bahi,train,origin,q2,phrase_1,What is the origin place of this instrument?,It originated in the rural communities of Assam.
bahi_train6.jpg,bahi,train,material,q3,phrase_1,What is this instrument made from?,This instrument is made of bamboo.
bahi_train6.jpg,bahi,train,parts,q4,phrase_2,List the main parts of this instrument.,"The main parts of this instrument are bamboo tube body, blow hole and finger holes."
bahi_train6.jpg,bahi,train,sound,q5,phrase_2,What type of sound is produced by this instrument?,"This instrument produces a soft, melodic, flute-like sound."
bahi_train6.jpg,bahi,train,traditional_player,q6,phrase_2,Which gender plays this instrument traditionally?,This instrument is traditionally played by men.
bahi_train6.jpg,bahi,train,playing_method,q7,phrase_2,What is the method of playing this instrument?,This instrument is played by blowing air across the blow hole and covering finger holes.
bahi_train6.jpg,bahi,train,instrument_type,q8,phrase_1,Which type of musical instrument does this belong to?,This is a transverse bamboo flute instrument.
